,Permit Number,Date,Status,Address,Permit Type,County,State
2412,0173948,2017-05-23,Expired,5509 PRESCOTT DOWNS DR,"Residential Pool, Spa & Hot Tub",wake,NC
2413,0122682,2012-06-21,Complete,128 DARTMOOR LN,"Residential Pool, Spa & Hot Tub",wake,NC
2414,0143512,2014-06-11,Complete,9524 ROSEANNA DR,"Residential Pool, Spa & Hot Tub",wake,NC
2415,0173128,2017-04-02,Complete,9516 WOODLIEF RD,"Residential Pool, Spa & Hot Tub",wake,NC
2416,0172023,2017-01-09,Complete,5225 PARKER MANOR CT,"Residential Pool, Spa & Hot Tub",wake,NC
2417,0131848,2013-02-12,Complete,2400 CHELMSFORD CT,"Residential Pool, Spa & Hot Tub",wake,NC
2418,RABS-016845-2019,2019-04-16,Complete,1620 CHALK RD WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
2419,0184171,2018-05-30,Issued,1429 LILY ESTATES DR,"Residential Pool, Spa & Hot Tub",wake,NC
2420,RABS-009455-2018,2018-11-14,Issued,1229 TURNER FARMS RD GARNER 27529,"Residential Pool, Spa & Hot Tub",wake,NC
2421,RABS-013688-2019,2019-02-14,Issued,7025 REX RD HOLLY SPRINGS 27540,"Residential Pool, Spa & Hot Tub",wake,NC
2422,0183154,2018-03-22,Complete,1525 GRAND WILLOW WAY,"Residential Pool, Spa & Hot Tub",wake,NC
2423,0180622,2017-08-16,Issued,2421 SUNNYSTONE WAY,"Residential Pool, Spa & Hot Tub",wake,NC
2424,RABS-028540-2019,2019-11-08,Complete,6937 BARTONS BEND WAY RALEIGH 27614,"Residential Pool, Spa & Hot Tub",wake,NC
2425,RABS-033702-2020,2020-02-25,Issued,7501 HEMSWORTH CT WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
2426,RABS-010757-2018,2018-12-12,Complete,2732 STAGELINE DR RALEIGH 27603,"Residential Pool, Spa & Hot Tub",wake,NC
2427,RABS-039063-2020,2020-06-04,Issued,7524 TYNEWIND DR WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
2428,RABS-039722-2020,2020-06-15,Complete,106 POETIC WALK DR ROLESVILLE 27571,"Residential Pool, Spa & Hot Tub",wake,NC
2429,RABS-002645-2018,2018-07-13,Withdrawn,1429 LILY ESTATES DR RALEIGH 27614,"Residential Pool, Spa & Hot Tub",wake,NC
2430,RABS-014318-2019,2019-02-26,Issued,4106 PLANTERS GLEN CT FUQUAY VARINA 27526,"Residential Pool, Spa & Hot Tub",wake,NC
2431,0163444,2016-04-28,Issued,1901 OLDE MILL FOREST DR,"Residential Pool, Spa & Hot Tub",wake,NC
2432,RABS-011496-2019,2019-01-02,Complete,8110 CLEBURNE CT WILLOW SPRING 27592,"Residential Pool, Spa & Hot Tub",wake,NC
2433,RABS-036047-2020,2020-04-07,Withdrawn,108 MCNAUGHTON CT GARNER 27529,"Residential Pool, Spa & Hot Tub",wake,NC
2434,RABS-015548-2019,2019-03-22,Expired,1109 HAWK HOLLOW LN WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
2435,RABS-035595-2020,2020-03-27,Withdrawn,113 BRIERY BRANCH CT MORRISVILLE 27560,"Residential Pool, Spa & Hot Tub",wake,NC
2436,RABS-021791-2019,2019-07-12,Complete,8600 JORDAN MEADOW DR FUQUAY VARINA 27526,"Residential Pool, Spa & Hot Tub",wake,NC
2437,RABS-037007-2020,2020-04-27,Withdrawn,7608 SUTCLIFFE DR RALEIGH 27613,"Residential Pool, Spa & Hot Tub",wake,NC
2438,0184536,2018-06-27,Complete,1121 SHADOW LAKE DR,"Residential Pool, Spa & Hot Tub",wake,NC
2439,RABS-012530-2019,2019-01-23,Expired,7836 MELCOMBE WAY WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
2440,0183884,2018-05-07,Issued,2112 COLIN HILL CT,"Residential Pool, Spa & Hot Tub",wake,NC
2441,RABS-035137-2020,2020-03-19,Issued,4001 WESTLEIGH CT APEX 27539,"Residential Pool, Spa & Hot Tub",wake,NC
2442,RABS-026809-2019,2019-10-10,Issued,1712 YATES WHEEL WAY RALEIGH 27606,"Residential Pool, Spa & Hot Tub",wake,NC
2443,0183873,2018-05-07,Complete,7432 HASENTREE WAY,"Residential Pool, Spa & Hot Tub",wake,NC
2444,0183923,2018-05-10,Expired,6637 WALNUT COVE DR,"Residential Pool, Spa & Hot Tub",wake,NC
2445,0100646,2009-09-30,Complete,8517 PINEFIELD RD,"Residential Pool, Spa & Hot Tub",wake,NC
2446,0110050,2010-07-08,Complete,2912 RYTON CT,"Residential Pool, Spa & Hot Tub",wake,NC
2447,0172895,2017-03-15,Complete,7321 WATERLOOK WAY,"Residential Pool, Spa & Hot Tub",wake,NC
2448,0142950,2014-04-27,Complete,5540 SPENCE PLANTATION LN,"Residential Pool, Spa & Hot Tub",wake,NC
2449,0172040,2017-01-11,Complete,14909 COVESHORE DR,"Residential Pool, Spa & Hot Tub",wake,NC
2450,0122680,2012-06-21,Complete,1628 MORNING MOUNTAIN RD,"Residential Pool, Spa & Hot Tub",wake,NC
2451,0102607,2010-06-27,Complete,1028 BITTBOURG LN,"Residential Pool, Spa & Hot Tub",wake,NC
2452,0132578,2013-04-17,Complete,4941 SAULSRIDGE RD,"Residential Pool, Spa & Hot Tub",wake,NC
2453,0141439,2013-11-17,Complete,228 VIRGINIA WATER DR,"Residential Pool, Spa & Hot Tub",wake,NC
2454,0143551,2014-06-15,Complete,11304 MOONSPRITE WAY,"Residential Pool, Spa & Hot Tub",wake,NC
2455,0163823,2016-05-31,Complete,7604 ROSSON CT,"Residential Pool, Spa & Hot Tub",wake,NC
2456,0132875,2013-05-13,Complete,8420 GREYTHORNE PL,"Residential Pool, Spa & Hot Tub",wake,NC
2457,0121703,2012-02-29,Complete,3128 MCDADE FARM RD,"Residential Pool, Spa & Hot Tub",wake,NC
2458,0170086,2016-07-11,Complete,6430 WHITTED RD,"Residential Pool, Spa & Hot Tub",wake,NC
2459,0171558,2016-11-20,Complete,7505 HEMSWORTH CT,"Residential Pool, Spa & Hot Tub",wake,NC
2460,0151632,2014-12-18,Complete,7512 ORCHARD CREST CT,"Residential Pool, Spa & Hot Tub",wake,NC
2461,0161920,2015-12-16,Complete,1009 WANDERING WAY,"Residential Pool, Spa & Hot Tub",wake,NC
2462,RABS-011419-2018,2018-12-31,Expired,9028 SANDSTONE WAY WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
2463,RABS-004209-2018,2018-08-10,Issued,4213 BELNAP DR APEX 27539,"Residential Pool, Spa & Hot Tub",wake,NC
2464,RABS-017636-2019,2019-04-30,Complete,8200 CANTHY CIR GARNER 27529,"Residential Pool, Spa & Hot Tub",wake,NC
2465,RABS-009225-2018,2018-11-09,On Hold,2765 WEAVER HILL DR APEX 27502,"Residential Pool, Spa & Hot Tub",wake,NC
2466,0181830,2017-12-03,Complete,3921 GRANDBRIDGE DR,"Residential Pool, Spa & Hot Tub",wake,NC
2467,0122360,2012-05-20,Complete,524 LAPIS LN,"Residential Pool, Spa & Hot Tub",wake,NC
2468,0100376,2009-08-20,Issued,111 MAPLEWOOD DR,"Residential Pool, Spa & Hot Tub",wake,NC
2469,0170833,2016-09-14,Complete,11004 BRASS KETTLE RD,"Residential Pool, Spa & Hot Tub",wake,NC
2470,0172962,2017-03-21,Complete,2009 DEVAN HEATH CT,"Residential Pool, Spa & Hot Tub",wake,NC
2471,0170092,2016-07-11,Complete,6300 CASS HOLT RD,"Residential Pool, Spa & Hot Tub",wake,NC
2472,0120030,2011-07-06,Complete,4805 STONEYOAK LN,"Residential Pool, Spa & Hot Tub",wake,NC
2473,0151131,2014-10-22,Complete,1206 BRAEMAR HIGHLAND DR,"Residential Pool, Spa & Hot Tub",wake,NC
2474,0163704,2016-05-19,Void,1121 AQUADALE DR,"Residential Pool, Spa & Hot Tub",wake,NC
2475,0101771,2010-03-21,Complete,1216 WAKEFIELD FARM RD,"Residential Pool, Spa & Hot Tub",wake,NC
2476,0143647,2014-06-19,Issued,1221 SOPHIE RD,"Residential Pool, Spa & Hot Tub",wake,NC
2477,0153735,2015-06-23,Complete,9520 EARPSBORO CHAMBLEE RD,"Residential Pool, Spa & Hot Tub",wake,NC
2478,0110207,2010-08-01,Complete,226 E ACADEMY ST,"Residential Pool, Spa & Hot Tub",wake,NC
2479,0131798,2013-02-06,Complete,5013 BECKWYCK DR,"Residential Pool, Spa & Hot Tub",wake,NC
2480,0160695,2015-08-26,Complete,7212 DUNCANS RIDGE WAY,"Residential Pool, Spa & Hot Tub",wake,NC
2481,0171233,2016-10-24,Complete,12613 BIRCHFALLS DR,"Residential Pool, Spa & Hot Tub",wake,NC
2482,0153110,2015-04-30,Complete,4105 SUMMER BROOK DR,"Residential Pool, Spa & Hot Tub",wake,NC
2483,0133352,2013-06-23,Complete,684 MAILMAN RD,"Residential Pool, Spa & Hot Tub",wake,NC
2484,0153169,2015-05-06,Complete,5108 HIGHBURY GROVE LN,"Residential Pool, Spa & Hot Tub",wake,NC
2485,0173845,2017-05-16,Complete,7117 INCLINE DR,"Residential Pool, Spa & Hot Tub",wake,NC
2486,0140507,2013-08-18,Complete,9004 NEW CENTURY RD,"Residential Pool, Spa & Hot Tub",wake,NC
2487,0151221,2014-11-03,Complete,1013 MOLLINGTON CT,"Residential Pool, Spa & Hot Tub",wake,NC
2488,0173609,2017-04-30,Complete,5149 AVALAIRE OAKS DR,"Residential Pool, Spa & Hot Tub",wake,NC
2489,0150427,2014-08-11,Issued,2900 RIDGEPINE DR,"Residential Pool, Spa & Hot Tub",wake,NC
2490,0101290,2010-01-19,Complete,1100 SILVER OAKS CT,"Residential Pool, Spa & Hot Tub",wake,NC
2491,0173515,2017-04-24,Void,8420 TERRITORY TRL,"Residential Pool, Spa & Hot Tub",wake,NC
2492,0131462,2012-12-26,Expired,12516 ONEAL RD,"Residential Pool, Spa & Hot Tub",wake,NC
2493,0164192,2016-06-29,Complete,6837 MACTAVISH WAY,"Residential Pool, Spa & Hot Tub",wake,NC
2494,0130206,2012-07-19,Complete,6700 LATIGO LN,"Residential Pool, Spa & Hot Tub",wake,NC
2495,0101495,2010-02-16,Complete,6616 TELLS BRANCH RD,"Residential Pool, Spa & Hot Tub",wake,NC
2496,0141871,2014-01-14,Complete,5104 GLENFIELD LN,"Residential Pool, Spa & Hot Tub",wake,NC
2497,0170849,2016-09-15,Complete,12509 HOLLY SPRINGS NEW HILL RD,"Residential Pool, Spa & Hot Tub",wake,NC
2498,0163412,2016-04-26,Complete,8528 MANGUM HOLLOW DR,"Residential Pool, Spa & Hot Tub",wake,NC
2499,0112561,2011-06-20,Complete,5731 CLOVIS RIDGE DR,"Residential Pool, Spa & Hot Tub",wake,NC
2500,0111682,2011-03-06,Complete,1621 EASTWOOD DR,"Residential Pool, Spa & Hot Tub",wake,NC
2501,RABS-017775-2019,2019-05-02,Complete,7337 WATERLOOK WAY WAKE FOREST 27587,"Residential Pool, Spa & Hot Tub",wake,NC
2502,0181546,2017-11-05,Issued,1101 LONGSTONE WAY,"Residential Pool, Spa & Hot Tub",wake,NC
2503,RABS-033604-2020,2020-02-22,Withdrawn,6340 DWIGHT ROWLAND RD FUQUAY VARINA 27526,"Residential Pool, Spa & Hot Tub",wake,NC
2504,RABS-033681-2020,2020-02-24,Withdrawn,5404 DOWNTON GROVE CT FUQUAY VARINA 27526,"Residential Pool, Spa & Hot Tub",wake,NC
2505,RABS-033540-2020,2020-02-20,In Review,9009 ALBATROSS CT RALEIGH 27613,"Residential Pool, Spa & Hot Tub",wake,NC
2506,0141422,2013-11-14,Issued,1008 EXETER FIELD CIR,"Residential Pool, Spa & Hot Tub",wake,NC
2507,0184552,2018-06-28,Complete,5021 RED QUILL WAY,"Residential Pool, Spa & Hot Tub",wake,NC
2508,0111939,2011-04-04,Void,5204 BARTONS ENCLAVE LN,"Residential Pool, Spa & Hot Tub",wake,NC
2509,0133177,2013-06-10,Complete,7732 GLORY RD,"Residential Pool, Spa & Hot Tub",wake,NC
2510,0132257,2013-03-21,Complete,1521 OLD WEAVER TRL,"Residential Pool, Spa & Hot Tub",wake,NC
2511,0182049,2017-12-19,Complete,2315 MITCHELL GARDEN DR,"Residential Pool, Spa & Hot Tub",wake,NC
2512,0112588,2011-06-22,Complete,4200 HUNTCLIFF CT,"Residential Pool, Spa & Hot Tub",wake,NC
2513,0120824,2011-10-24,Complete,9904 CAPE SCOTT CT,"Residential Pool, Spa & Hot Tub",wake,NC
2514,0151949,2015-01-25,Complete,1217 KEITH RD,"Residential Pool, Spa & Hot Tub",wake,NC
2515,0173054,2017-03-27,Complete,6732 WATEROAK DR,"Residential Pool, Spa & Hot Tub",wake,NC
2516,0101729,2010-03-14,Complete,5216 HAWK TREE LN,"Residential Pool, Spa & Hot Tub",wake,NC
2517,0121153,2011-12-12,Complete,1608 SHARNBROOK CT,"Residential Pool, Spa & Hot Tub",wake,NC
2518,0141721,2013-12-18,Complete,3308 LANGSTON CIR,"Residential Pool, Spa & Hot Tub",wake,NC
2519,0121602,2012-02-21,Complete,8909 OLDE HERITAGE CT,"Residential Pool, Spa & Hot Tub",wake,NC
2520,0130350,2012-08-06,Complete,1909 MT VERNON CHURCH RD,"Residential Pool, Spa & Hot Tub",wake,NC
2521,0102109,2010-04-27,Void,3404 PETTICOAT LN,"Residential Pool, Spa & Hot Tub",wake,NC
2522,0171646,2016-11-28,Complete,4321 SUMMER BROOK DR,"Residential Pool, Spa & Hot Tub",wake,NC
2523,0122272,2012-05-09,Complete,6452 THERFIELD DR,"Residential Pool, Spa & Hot Tub",wake,NC
2524,0131054,2012-10-25,Complete,232 NORTWICK RD,"Residential Pool, Spa & Hot Tub",wake,NC
2525,0152543,2015-03-18,Complete,5700 ACCIPITER CT,"Residential Pool, Spa & Hot Tub",wake,NC
2526,0180991,2017-09-17,Complete,2201 FAWKES CREEK CT,"Residential Pool, Spa & Hot Tub",wake,NC
2527,0181549,2017-11-05,Complete,7936 DEBENHAM DR,"Residential Pool, Spa & Hot Tub",wake,NC
2528,0180191,2017-07-17,Complete,5006 OLD FAISON RD,"Residential Pool, Spa & Hot Tub",wake,NC
2529,0122099,2012-04-22,Complete,10213 BYRUM WOODS DR,"Residential Pool, Spa & Hot Tub",wake,NC
2530,0121855,2012-03-21,Complete,1401 LONIKER DR,"Residential Pool, Spa & Hot Tub",wake,NC
2531,0132299,2013-03-25,Complete,7213 CIRCLE BAY CT,"Residential Pool, Spa & Hot Tub",wake,NC
2532,0143306,2014-05-26,Complete,6340 DANPATCH LN,"Residential Pool, Spa & Hot Tub",wake,NC
2533,0162400,2016-02-10,Void,6332 JONES FARM RD,"Residential Pool, Spa & Hot Tub",wake,NC
2534,0121870,2012-03-22,Complete,9032 NEW CENTURY RD,"Residential Pool, Spa & Hot Tub",wake,NC
2535,0153762,2015-06-25,Complete,9333 WAKEFIELDS OAK GROVE DR,"Residential Pool, Spa & Hot Tub",wake,NC
2536,0161188,2015-10-08,Expired,124 DARTMOOR LN,"Residential Pool, Spa & Hot Tub",wake,NC
2537,0172839,2017-03-12,Issued,417 TEAGUE ST,"Residential Pool, Spa & Hot Tub",wake,NC
2538,RABS-032455-2020,2020-01-31,Withdrawn,2117 STILLNESS POND LN APEX 27539,"Residential Pool, Spa & Hot Tub",wake,NC
2539,0163682,2016-05-18,Issued,4509 FAMILY HOME PL,"Residential Pool, Spa & Hot Tub",wake,NC
2540,0142604,2014-03-30,Complete,5604 TURNER GLEN DR,"Residential Pool, Spa & Hot Tub",wake,NC
2541,0170127,2016-07-13,Complete,1108 SHADOW LAKE DR,"Residential Pool, Spa & Hot Tub",wake,NC
2542,0142474,2014-03-18,Complete,11312 MOONSPRITE WAY,"Residential Pool, Spa & Hot Tub",wake,NC
2543,0180097,2017-07-10,Complete,7505 SUMMIT PINE WAY,"Residential Pool, Spa & Hot Tub",wake,NC
2544,0120675,2011-10-02,Complete,1233 OLD WEAVER TRL,"Residential Pool, Spa & Hot Tub",wake,NC
2545,0133190,2013-06-10,Complete,5216 SHIRLAND RD,"Residential Pool, Spa & Hot Tub",wake,NC
2546,0131634,2013-01-15,Void,400 WELLSPRING FARMS LN,"Residential Pool, Spa & Hot Tub",wake,NC
2547,0140298,2013-07-29,Complete,5605 PINE ROCK CT,"Residential Pool, Spa & Hot Tub",wake,NC
2548,0143103,2014-05-08,Complete,6067 DELSHIRE CT,"Residential Pool, Spa & Hot Tub",wake,NC
2549,0170724,2016-09-01,Complete,2909 PLUTON PL,"Residential Pool, Spa & Hot Tub",wake,NC
2550,0122309,2012-05-14,Complete,1004 CALLOWHILL CT,"Residential Pool, Spa & Hot Tub",wake,NC
2551,0101336,2010-01-28,Complete,500 GRAND PRINCE LN,"Residential Pool, Spa & Hot Tub",wake,NC
2552,0131441,2012-12-19,Complete,12515 TUSCAN LAKE RD,"Residential Pool, Spa & Hot Tub",wake,NC
2553,0141482,2013-11-19,Void,1129 BLYKEFORD LN,"Residential Pool, Spa & Hot Tub",wake,NC
2554,0160104,2015-07-09,Complete,4616 BARTWOOD DR,"Residential Pool, Spa & Hot Tub",wake,NC
2555,0122060,2012-04-18,Complete,7625 MATHERLY DR,"Residential Pool, Spa & Hot Tub",wake,NC
2556,0150034,2014-07-02,Complete,316 WOODLIEF FARM RD,"Residential Pool, Spa & Hot Tub",wake,NC
2557,0133060,2013-05-28,Complete,2529 FORESTVILLE RD,"Residential Pool, Spa & Hot Tub",wake,NC
2558,0132634,2013-04-22,Complete,1696 SUN STAR DR,"Residential Pool, Spa & Hot Tub",wake,NC
2559,0151385,2014-11-17,Complete,2413 COTESWORTH DR,"Residential Pool, Spa & Hot Tub",wake,NC
2560,0161400,2015-10-28,Void,8005 HOLLANDER PL,"Residential Pool, Spa & Hot Tub",wake,NC
2561,0110511,2010-09-13,Complete,6339 DANPATCH LN,"Residential Pool, Spa & Hot Tub",wake,NC
2562,0163972,2016-06-14,Complete,1006 LEDBURY WAY,"Residential Pool, Spa & Hot Tub",wake,NC
2563,0161428,2015-11-01,Complete,5228 LINWICK DR,"Residential Pool, Spa & Hot Tub",wake,NC
2564,0172954,2017-03-21,Complete,9013 SANDSTONE WAY,"Residential Pool, Spa & Hot Tub",wake,NC
2565,0163776,2016-05-25,Void,10709 MARABOU CT,"Residential Pool, Spa & Hot Tub",wake,NC
2566,0180721,2017-08-24,Issued,1120 MACKINAW DR,"Residential Pool, Spa & Hot Tub",wake,NC
2567,0183206,2018-03-26,Complete,3113 CONE MANOR LN,"Residential Pool, Spa & Hot Tub",wake,NC
2568,RABS-026358-2019,2019-10-02,Complete,2700 BALLOT RD CLAYTON NC 275209304,"Residential Pool, Spa & Hot Tub",wake,NC
2569,0140761,2013-09-12,Complete,9905 WATERVIEW RD,"Residential Pool, Spa & Hot Tub",wake,NC
2570,0163335,2016-04-20,Complete,5717 ACCIPITER CT,"Residential Pool, Spa & Hot Tub",wake,NC
2571,0174133,2017-06-07,Complete,3208 LEBRUN PATH,"Residential Pool, Spa & Hot Tub",wake,NC
2572,0162960,2016-03-23,Void,4633 GOLDEN HEIGHTS DR,"Residential Pool, Spa & Hot Tub",wake,NC
2573,0150670,2014-09-07,Complete,1609 WYNNE TRACE CT,"Residential Pool, Spa & Hot Tub",wake,NC
2574,0110809,2010-10-25,Expired,3528 CHOPLINSHIRE WAY,"Residential Pool, Spa & Hot Tub",wake,NC
2575,0173051,2017-03-27,Complete,2280 NC 42 HWY,"Residential Pool, Spa & Hot Tub",wake,NC
2576,0161487,2015-11-08,Void,4605 BASILICA DR,"Residential Pool, Spa & Hot Tub",wake,NC
2577,0110099,2010-07-14,Void,4941 CREMSHAW CT,"Residential Pool, Spa & Hot Tub",wake,NC
2578,0132458,2013-04-08,Complete,1524 SARAH ANN DR,"Residential Pool, Spa & Hot Tub",wake,NC
2579,0142446,2014-03-16,Complete,6801 BARHAM HOLLOW DR,"Residential Pool, Spa & Hot Tub",wake,NC
2580,0161301,2015-10-20,Issued,2024 MACON RIDGE RD,"Residential Pool, Spa & Hot Tub",wake,NC
2581,0112485,2011-06-09,Complete,6509 OWEGO CT,"Residential Pool, Spa & Hot Tub",wake,NC
2582,0130600,2012-09-05,Expired,10325 BYRUM WOODS DR,"Residential Pool, Spa & Hot Tub",wake,NC
2583,0152663,2015-03-26,Complete,3900 E VALLEY CT,"Residential Pool, Spa & Hot Tub",wake,NC
2584,0152121,2015-02-05,Complete,1901 CADENZA LN,"Residential Pool, Spa & Hot Tub",wake,NC
2585,0161421,2015-10-29,Complete,2601 WHIPPLETREE DR,"Residential Pool, Spa & Hot Tub",wake,NC
2586,0170772,2016-09-08,Issued,2009 KINLEYS WAY,"Residential Pool, Spa & Hot Tub",wake,NC
2587,0120827,2011-10-24,Complete,4317 COLDWATER SPRINGS DR,"Residential Pool, Spa & Hot Tub",wake,NC
2588,0150007,2014-06-30,Complete,1528 WILLOWSHIRE LN,"Residential Pool, Spa & Hot Tub",wake,NC
2589,0171741,2016-12-07,Complete,3808 LA VARRA DR,"Residential Pool, Spa & Hot Tub",wake,NC
2590,0132530,2013-04-11,Complete,9100 FRUIT HILL LN,"Residential Pool, Spa & Hot Tub",wake,NC
2591,0172361,2017-02-06,Issued,2416 LAURELFORD LN,"Residential Pool, Spa & Hot Tub",wake,NC
2592,0183547,2018-04-18,Complete,7508 CLAYSHANT CT,"Residential Pool, Spa & Hot Tub",wake,NC
2593,0121178,2011-12-18,Void,2124 LIGHT HORSE TRL,"Residential Pool, Spa & Hot Tub",wake,NC
2594,0130197,2012-07-19,Complete,2428 ACANTHUS DR,"Residential Pool, Spa & Hot Tub",wake,NC
2595,0170882,2016-09-19,Complete,8020 DEBENHAM DR,"Residential Pool, Spa & Hot Tub",wake,NC
2596,0172091,2017-01-17,Issued,10037 WALTER MYATT RD,"Residential Pool, Spa & Hot Tub",wake,NC
2597,0160565,2015-08-17,Expired,5709 B J LN,"Residential Pool, Spa & Hot Tub",wake,NC
2598,0161632,2015-11-18,Issued,11305 MOONSPRITE WAY,"Residential Pool, Spa & Hot Tub",wake,NC
2599,0143739,2014-06-29,Complete,3817 BARBERRY LAKE CT,"Residential Pool, Spa & Hot Tub",wake,NC
2600,0121411,2012-01-25,Complete,7620 HALIFAX RD,"Residential Pool, Spa & Hot Tub",wake,NC
2601,0180802,2017-08-31,Complete,13009 MELVIN ARNOLD RD,"Residential Pool, Spa & Hot Tub",wake,NC
2602,0183100,2018-03-20,Issued,6736 STEPHERLY WAY,"Residential Pool, Spa & Hot Tub",wake,NC
2603,0171279,2016-10-27,Complete,1001 HIGH TRAIL CT,"Residential Pool, Spa & Hot Tub",wake,NC
2604,0173828,2017-05-15,Complete,5133 BECKWYCK DR,"Residential Pool, Spa & Hot Tub",wake,NC
2605,0152698,2015-03-30,Complete,2124 OLD SORRELL RD,"Residential Pool, Spa & Hot Tub",wake,NC
2606,0184149,2018-05-29,Issued,4601 CATAPULT CT,"Residential Pool, Spa & Hot Tub",wake,NC
2607,0161278,2015-10-19,Complete,612 WILLOW WINDS DR,"Residential Pool, Spa & Hot Tub",wake,NC
2608,0172955,2017-03-21,Issued,1025 HAWK HOLLOW LN,"Residential Pool, Spa & Hot Tub",wake,NC
2609,0180847,2017-09-06,Expired,5420 SPENCE FARM RD,"Residential Pool, Spa & Hot Tub",wake,NC
2610,0172598,2017-02-27,Complete,4524 CLEAR CUT CT,"Residential Pool, Spa & Hot Tub",wake,NC
2611,0181573,2017-11-06,Issued,10404 PERRY RIDGE CT,"Residential Pool, Spa & Hot Tub",wake,NC
2612,0183050,2018-03-15,Issued,3312 WHITTINGHAM DR,"Residential Pool, Spa & Hot Tub",wake,NC
2613,0163101,2016-04-03,Issued,6533 SUNSET MANOR DR,"Residential Pool, Spa & Hot Tub",wake,NC
2614,0184448,2018-06-20,Issued,7964 JAMES AUSTIN RD,"Residential Pool, Spa & Hot Tub",wake,NC
2615,0183630,2018-04-23,Issued,7925 JOSHUA WOODS DR,"Residential Pool, Spa & Hot Tub",wake,NC
2616,0181835,2017-12-03,Issued,4512 BURLINGTON MILLS RD,"Residential Pool, Spa & Hot Tub",wake,NC
2617,0172472,2017-02-15,Expired,5317 MILL DAM RD,"Residential Pool, Spa & Hot Tub",wake,NC
2618,RABS-021659-2019,2019-07-10,Issued,2026 BRILLIANT DR RALEIGH 27616,"Residential Pool, Spa & Hot Tub",wake,NC
2619,RABS-020308-2019,2019-06-13,Complete,3100 BANKS RD RALEIGH 27603,"Residential Pool, Spa & Hot Tub",wake,NC
2620,0173783,2017-05-10,Complete,7000 REX RD,"Residential Pool, Spa & Hot Tub",wake,NC
2621,0183085,2018-03-19,Complete,3712 KNOLLCREEK DR,"Residential Pool, Spa & Hot Tub",wake,NC
2622,RABS-014527-2019,2019-03-04,Complete,6401 GLEN DEAN CT RALEIGH 27603,"Residential Pool, Spa & Hot Tub",wake,NC
2623,0150866,2014-09-28,Complete,1104 COLWORTH WAY,"Residential Pool, Spa & Hot Tub",wake,NC
2624,0162264,2016-01-27,Issued,4825 KINGPOST DR,"Residential Pool, Spa & Hot Tub",wake,NC
2625,0172766,2017-03-08,Expired,2024 SHINGLEBACK DR,"Residential Pool, Spa & Hot Tub",wake,NC
2626,0162469,2016-02-17,Issued,2759 WEAVER HILL DR,"Residential Pool, Spa & Hot Tub",wake,NC
2627,0162042,2016-01-06,Complete,1000 NORTHSHORE DR,"Residential Pool, Spa & Hot Tub",wake,NC
2628,0163768,2016-05-25,Complete,2912 TURNING BROOK LN,"Residential Pool, Spa & Hot Tub",wake,NC
2629,0143061,2014-05-05,Complete,7728 MATHERLY DR,"Residential Pool, Spa & Hot Tub",wake,NC
2630,0142778,2014-04-13,Void,1009 WANDERING WAY,"Residential Pool, Spa & Hot Tub",wake,NC
2631,0151821,2015-01-12,Complete,10617 STAGHOUND TRL,"Residential Pool, Spa & Hot Tub",wake,NC
2632,0150063,2014-07-08,Complete,1209 GRAEDON DR,"Residential Pool, Spa & Hot Tub",wake,NC
2633,0182296,2018-01-18,Complete,1405 BARONY LAKE WAY,"Residential Pool, Spa & Hot Tub",wake,NC
2634,0120500,2011-09-08,Complete,8109 ROCKHIND WAY,"Residential Pool, Spa & Hot Tub",wake,NC
2635,0151070,2014-10-20,Complete,7833 LIGHTNING BUG LN,"Residential Pool, Spa & Hot Tub",wake,NC
2636,0112025,2011-04-14,Complete,5609 OLDE SOUTH RD,"Residential Pool, Spa & Hot Tub",wake,NC
2637,0163385,2016-04-25,Complete,3128 CONSTANCE CIR,"Residential Pool, Spa & Hot Tub",wake,NC
2638,0102464,2010-06-07,Complete,4801 OAK WAY,"Residential Pool, Spa & Hot Tub",wake,NC
2639,0152122,2015-02-05,Complete,8141 CONSELLA WAY,"Residential Pool, Spa & Hot Tub",wake,NC
2640,0172809,2017-03-09,Issued,611 N MAIN ST,"Residential Pool, Spa & Hot Tub",wake,NC
2641,0172053,2017-01-12,Complete,4316 BRINLEYS COVE CT,"Residential Pool, Spa & Hot Tub",wake,NC
2642,0152251,2015-02-18,Complete,7428 PENNY RD,"Residential Pool, Spa & Hot Tub",wake,NC
