"Date","Permit Number","Permit Type","Description","Status","Address",
"09/30/1999","1999091514","Building/Accessories/Residential/Swimming Pool","INSTALL SWIMMING POOL & PATIO-INCLUDES ROW","Closed","17149 ANTHEM LN, PUNTA GORDA",
"09/30/1999","1999091487","Building/Accessories/Residential/Swimming Pool","INSTALL POOL, DECK & SOLAR     INCLUDES ROW    ORIG PERMIT 10-22-99","SUSPEND","23209 MCCANDLESS AVE, PORT CHARLOTTE",
"09/29/1999","1999091449","Building/Accessories/Residential/Swimming Pool","POOL & PATIO INCLUDES ROW","Closed","10478 LIVE OAK RD, PORT CHARLOTTE",
"09/29/1999","1999091447","Building/Accessories/Residential/Swimming Pool","POOL & PATIO-INCLUDES ROW","Closed","365 HARWICK ST, PORT CHARLOTTE",
"09/29/1999","1999091422","Building/Accessories/Residential/Swimming Pool","INSTALL POOL & PATIO-INCLUDES ROW","SUSPEND","970 BOUNDARY BLVD, ROTONDA WEST",
"09/29/1999","1999091406","Building/Accessories/Residential/Swimming Pool","INSTALL ONE PIECE FIBERGLASS POOL W/ CONCRETE DECK","Closed","3422 MAGNOLIA WAY, PUNTA GORDA 33950",
"09/28/1999","1999091382","Building/Accessories/Residential/Swimming Pool","INSTALL SWIMMING POOL & DECK-INCLUDES ROW","Closed","25375 VANTAGE LN, PORT CHARLOTTE",
"09/28/1999","1999091360","Building/Accessories/Residential/Swimming Pool","INSTALL SWIMMING POOL & DECK- INCLUDES ROW","Closed","2141 PETERBOROUGH RD, PORT CHARLOTTE",
"09/28/1999","1999091359","Building/Accessories/Residential/Swimming Pool","POOL & PATIO-INCLUDES ROW","Closed","183 MEDALIST RD, CHARLOTTE COUNTY",
"09/28/1999","1999091348","Building/Accessories/Residential/Swimming Pool","POOL & PATIO-INCLUDES ROW","Closed","49 SPORTSMAN RD, ROTONDA WEST",
"09/27/1999","1999091272","Building/Accessories/Residential/Swimming Pool","INSTALL SWIMMING POOL- PATIO & ENCLOSUREINCLUDES ROW","Closed","1717 NUREMBERG BLVD, PUNTA GORDA FL 33983",
"09/24/1999","1999091230","Building/Accessories/Residential/Swimming Pool","POOL, DECK & SOLAR PANELS INCLUDES ROW","Closed","21459 EDGEWATER DR, PORT CHARLOTTE",
"09/24/1999","1999091174","Building/Accessories/Residential/Swimming Pool","POOL & PATIO  INCLUDES ROW    ORIG PERMIT 10-22-99","Closed","5219 EARLY TER, PORT CHARLOTTE",
"09/23/1999","1999091127","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL & DECK         INCLUDES ROW. PLAN ALTERATION: CHANGE SHAPE OF POOL 12/21/99","SUSPEND","13902 SAN DOMINGO BLVD, PORT CHARLOTTE",
"09/23/1999","1999091113","Building/Accessories/Residential/Swimming Pool","INSTALL POOL, PATIO, ENCLOSURE, SOLAR-INCLUDES ROW","Closed","18530 AYRSHIRE CIR, PORT CHARLOTTE",
"09/23/1999","1999091084","Building/Accessories/Residential/Swimming Pool","POOL & PATIO-INCLUDES ROW","Closed","80 N GREEN DOLPHIN DR, PLACIDA",
"09/23/1999","1999091083","Building/Accessories/Residential/Swimming Pool","POOL, SPA PATIO & PATIO","Closed","545 CORAL CREEK DR, PLACIDA",
"09/23/1999","1999091082","Building/Accessories/Residential/Swimming Pool","POOL, SPA & PATIO INCLUDES ROW","Closed","243 FAIRWAY RD, ROTONDA WEST",
"09/23/1999","1999091075","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL & PATIO  INCLUDES ROW","Closed","2327 CORNELIUS BLVD, PORT CHARLOTTE",
"09/23/1999","1999091074","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL & PATIO  INCLUDES ROW","Closed","313 BOUNDARY BLVD, ROTONDA WEST",
"09/22/1999","1999091056","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL/DECK/ENCLOSURE/ROW/SOLAR","Closed","3453 OGDEN ST, PORT CHARLOTTE",
"09/22/1999","1999091055","Building/Accessories/Residential/Swimming Pool","POOL & PATIO  INCLUDES ROW  SUBS","Closed","2941 ROCK CREEK DR, PORT CHARLOTTE",
"09/22/1999","1999091054","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL/DECK/ENCLOSURE/ROW/SOLAR","Closed","18215 REGAN AVE, PORT CHARLOTTE",
"09/22/1999","1999091053","Building/Accessories/Residential/Swimming Pool","POOL & PATIO  INCLUDES ROW","Closed","150 BUNKER RD, ROTONDA WEST",
"09/22/1999","1999091052","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL/DECK/ENCLOSURE/ROW/SOLAR","Closed","4227 WINONA ST, PORT CHARLOTTE",
"09/22/1999","1999091051","Building/Accessories/Residential/Swimming Pool","INSTALL POOL & PATIO  INCLUDES ROW SUBS. PLAN ALTERATION: PLANS CHANGE:  EXTEND DECK 5'","Closed","493 ROTONDA CIR, ROTONDA WEST",
"09/22/1999","1999091050","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL/DECK/ENCLOSURE/ROW","Closed","23996 VINCENT AVE, PUNTA GORDA",
"09/22/1999","1999091047","Building/Accessories/Residential/Swimming Pool","SPA, POOL & DECK  INCLUDES ROW","Closed","3724 PEACE RIVER DR, PORT CHARLOTTE",
"09/22/1999","1999090969","Building/Accessories/Residential/Swimming Pool","INSTALL SWIMMING POOL &  DECK & SOLAR         INCLUDES ROW","Closed","105 DIXIE WAY, ROTONDA WEST 33947",
"09/22/1999","1999090967","Building/Accessories/Residential/Swimming Pool","INSTALL SWIMMING POOL & DECK       INCLUDES ROW","Closed","102 DIXIE WAY, ROTONDA WEST 33947",
"09/20/1999","1999090931","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL & STEMWALL","SUSPEND","317 SINGAPORE RD, PUNTA GORDA",
"09/20/1999","1999090908","Building/Accessories/Residential/Swimming Pool","INSTALL PRIVATE SWIMMING POOL   SUBS","Closed","23426 DUNSTAN AVE, PORT CHARLOTTE",
"09/17/1999","1999090777","Building/Accessories/Residential/Swimming Pool","POOL & PATIO- ROW INCLUDED","SUSPEND","56 LONG MEADOW LN, ROTONDA WEST",
"09/17/1999","1999090776","Building/Accessories/Residential/Swimming Pool","POOL & PATIO-INCLUDES ROW","SUSPEND","88 LONG MEADOW CT, ROTONDA WEST",
"09/17/1999","1999090748","Building/Accessories/Residential/Swimming Pool","POOL & PATIO            INCLUDES ROW","Closed","17131 EDGEWATER DR, PORT CHARLOTTE",
"09/16/1999","1999090697","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL & SOLAR HEATER","Closed","5241 BLACKJACK CIR, PUNTA GORDA",
"09/16/1999","1999090689","Building/Accessories/Residential/Swimming Pool","POOL CONSTRUCTION","Closed","22572 BOLANOS CT, PORT CHARLOTTE",
"09/16/1999","1999090688","Building/Accessories/Residential/Swimming Pool","POOL & PATIO","Closed","17253 OHARA DR, PORT CHARLOTTE",
"09/16/1999","1999090686","Building/Accessories/Residential/Swimming Pool","POOL & PATIO","Closed","3 MEDALIST PL, ROTONDA WEST",
"09/16/1999","1999090685","Building/Accessories/Residential/Swimming Pool","POOL & PATIO    ROW NOT REQ","Closed","3460 BAY RIDGE WAY, PORT CHARLOTTE",
"09/16/1999","1999090684","Building/Accessories/Residential/Swimming Pool","POOL, SPA & PATIO INCLUDES ROW","Closed","3061 RIVERSHORE LN, PORT CHARLOTTE",
"09/16/1999","1999090683","Building/Accessories/Residential/Swimming Pool","POOL & PATIO","Closed","13929 LONG LAKE LN, PORT CHARLOTTE",
"09/16/1999","1999090672","Building/Accessories/Residential/Swimming Pool","INSTALL SWIMMING POOL & PATIO-INCLUDES ROW","Closed","115 LELAND ST SW, PORT CHARLOTTE FL 33952",
"09/16/1999","1999090671","Building/Accessories/Residential/Swimming Pool","INSTALL SWIMMING POOL & PATIO-INCLUDES ROW","Closed","9164 PROSPECT AVE, ENGLEWOOD",
"09/16/1999","1999090669","Building/Accessories/Residential/Swimming Pool","INSTALL SWIMMING POOL & PATIO       INCLUDES ROW","Closed","15 PAR VIEW PL, ROTONDA WEST",
"09/16/1999","1999090648","Building/Accessories/Residential/Swimming Pool","POOL & DECK  INCLUDES ROW  SUBS","Closed","2607 TITANIA RD, ENGLEWOOD",
"09/16/1999","1999090643","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL AND DECK  INCLUDES ROW","Closed","1173 BROWN ST, ENGLEWOOD",
"09/16/1999","1999090633","Building/Accessories/Residential/Swimming Pool","CONSTRUCT POOL, PATIO, AND CAGE-INCLUDES ROW","Closed","4463 BAYVIEW ST, PORT CHARLOTTE",
"09/16/1999","1999090627","Building/Accessories/Residential/Swimming Pool","POOL,  DECK AND HEAT PUMP. PLAN ALTERATION: P/C-CHANGE REAR SETBACK FROM 3","Closed","495 S GREEN DOLPHIN DR, PLACIDA",
"09/15/1999","1999090602","Building/Accessories/Residential/Swimming Pool","POOL & PATIO   INCLUDES ROW","SUSPEND","6940 DENMARK ST, ENGLEWOOD",
"09/15/1999","1999090568","Building/Accessories/Residential/Swimming Pool","POOL, DECK, ENCLOSURE   INCLUDES ROW","Closed","1040 HARBOUR DRAKE DR, PUNTA GORDA 33983",
"09/15/1999","1999090561","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL/DECK/ENCLOSURE/ROW/SOLAR","Closed","26404 HONG KONG RD, PORT CHARLOTTE",
"09/15/1999","1999090557","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL/DECK/ROW","Closed","24327 SAN RAFAEL RD, PUNTA GORDA",
"09/15/1999","1999090551","Building/Accessories/Residential/Swimming Pool","POOL, DECK & ENCLOSURE  INCLUDES ROW","Closed","4024 FLAMINGO BLVD, PORT CHARLOTTE",
"09/15/1999","1999090532","Building/Accessories/Residential/Swimming Pool","POOL, PATIO, ENCLOSURE & SOLAR  INCLUDES ROW  SUBS","Closed","2409 NUREMBERG BLVD, PORT CHARLOTTE",
"09/14/1999","1999090425","Building/Accessories/Residential/Swimming Pool","POOL, PATIO  INCLUDES ROW  ORIG  11-10-99  RENEW 5-7-02      3RD 11/8/02","Closed","1444 HARMONY DR, PORT CHARLOTTE 33952",
"09/14/1999","1999090422","Building/Accessories/Residential/Swimming Pool","POOL, SPA, PATIO","Closed","3501 BAY RIDGE WAY, PORT CHARLOTTE",
"09/09/1999","99090353","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL& DECK","Closed","106 SWAN DR, ROTONDA WEST 33947",
"09/09/1999","99090352","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL & DECK","Closed","11905 XAVIER, PORT CHARLOTTE 33981",
"09/09/1999","99090346","Building/Accessories/Residential/Swimming Pool","CONSTRUCT POOL, PATIO & CAGE","Closed","730 DANIA CT, PUNTA GORDA",
"09/08/1999","99090313","Building/Accessories/Residential/Swimming Pool","POOL & PATIO","Closed","243 BROADMOOR LN, ROTONDA",
"09/08/1999","99090311","Building/Accessories/Residential/Swimming Pool","POOL & PATIO-INCLUDES ROW","Closed","732 BOUNDARY BLVD, ROTONDA",
"09/08/1999","99090309","Building/Accessories/Residential/Swimming Pool","POOL & PATIO. PLAN ALTERATION: P/C DECK SHAPE","Closed","10514 RIVERSIDE DR, PORT CHARLOTTE",
"09/08/1999","99090307","Building/Accessories/Residential/Swimming Pool","POOL, SPA, PATIO. PLAN ALTERATION: P/C-STEMWALL FOUNDATION","Closed","23983 CEDAR RAPIDS RD, PUNTA GORDA",
"09/08/1999","99090304","Building/Accessories/Residential/Swimming Pool","POOL & PATIO","Closed","17155 HORIZON LN, PORT CHARLOTTE",
"09/07/1999","99090230","Building/Accessories/Residential/Swimming Pool","POOL, PATIO & SOLAR  INCLUDES ROW   ORIG PERMIT 10-12-99","Closed","150 SPORTSMAN RD, ROTONDA",
"09/07/1999","99090211","Building/Accessories/Residential/Swimming Pool","INSTALL SWIMMING POOL & PATIO-INCLUDES ROW","Closed","122 EASTON DR, PORT CHARLOTTE",
"09/03/1999","99090190","Building/Accessories/Residential/Swimming Pool","POOL, SPA, & DECK","SUSPEND","61 PAR VIEW TERR, ROTONDA WEST",
"09/03/1999","99090164","Building/Accessories/Residential/Swimming Pool","POOL & PATIO","Closed","4606 FALLON CIR, PORT CHARLOTTE",
"09/03/1999","99090162","Building/Accessories/Residential/Swimming Pool","SPA & PATIO","Closed","3379 OSPREY LN, PORT CHARLOTTE",
"09/03/1999","99090160","Building/Accessories/Residential/Swimming Pool","POOL & PATIO","Closed","3383 OSPREY LN, PORT CHARLOTTE",
"09/03/1999","99090158","Building/Accessories/Residential/Swimming Pool","POOL & PATIO","Closed","3387 OSPREY LN, PORT CHARLOTTE",
"09/03/1999","99090155","Building/Accessories/Residential/Swimming Pool","POOL & PATIO  INCLUDES ROW","Closed","9140 BERENDO AVE, PORT CHARLOTTE",
"09/03/1999","99090154","Building/Accessories/Residential/Swimming Pool","POOL & PATIO INCLUDES ROW","Closed","23524 PEACHLAND BLVD, PORT CHARLOTTE 33949",
"08/31/1999","99081358","Building/Accessories/Residential/Swimming Pool","ISTALL POOL & DECK","Closed","21481 HARBORSIDE BLVD, PORT CHARLOTTE",
"08/31/1999","99081318","Building/Accessories/Residential/Swimming Pool","POOL & PATIO","Closed","51 PAR VIEW RD, ROTONDA",
"08/30/1999","99081270","Building/Accessories/Residential/Swimming Pool","INSTALL FIBERGLASS POOL, PATIO, ENCLOSURE","Closed","2277 BROWN ST, PORT CHARLOTTE",
"08/30/1999","99081262","Building/Accessories/Residential/Swimming Pool","INSTALL SWIMMING POOL & DECK","Closed","6063 ALMANAC ST, ENGLEWOOD 34224",
"08/27/1999","99081197","Building/Accessories/Residential/Swimming Pool","POOL & DECK","Closed","6221 ORIOLE BLVD, ENGLEWOOD",
"08/27/1999","99081171","Building/Accessories/Residential/Swimming Pool","INSTALL SWIMMING POOL & PATIO","Closed","1162 GUILD ST, PORT CHARLOTTE",
"08/26/1999","99081148","Building/Accessories/Residential/Swimming Pool","POOL & PATIO","Closed","13037 IRWIN DR, PORT CHARLOTTE",
"08/26/1999","99081134","Building/Accessories/Residential/Swimming Pool","POOL, PATIO, SPA. PLAN ALTERATION: P/C - ADD STEMWALL AS PER PRIN","Closed","17537 TUXPAN LN, PUNTA GORDA",
"08/26/1999","99081132","Building/Accessories/Residential/Swimming Pool","POOL, PATIO, SPA  INCLUDES ROW. PLAN ALTERATION: P/C-STEMWALL FOOTER","Closed","10577 ST PAUL DR, ENGLEWOOD",
"08/26/1999","99081130","Building/Accessories/Residential/Swimming Pool","POOL & PATIO   INCLUDES ROW","Closed","64 MOCHA CT, PORT CHARLOTTE",
"08/26/1999","99081104","Building/Accessories/Residential/Swimming Pool","INSTALL POOL & PATIO","Closed","225 SPORTSMAN RD, ROTONDA WEST",
"08/26/1999","99081095","Building/Accessories/Residential/Swimming Pool","POOL & PATIO    INCLUDES ROW","SUSPEND","10 MEDALIST LN, ROTONDA WEST",
"08/25/1999","99081078","Building/Accessories/Residential/Swimming Pool","CONSTRUCT POOL, PATIO & CAGE","Closed","34213 WASHINGTON LOOP RD, PUNTA GORDA",
"08/25/1999","99081076","Building/Accessories/Residential/Swimming Pool","POOL & DECK","Closed","27122 SAN MARCO DR, HARBOR HEIGHTS",
"08/24/1999","99081011","Building/Accessories/Residential/Swimming Pool","CONSTRUCT POOL, PATIO & CAGE","Closed","15458 MCCOMB CIR, PORT CHARLOTTE",
"08/24/1999","99081010","Building/Accessories/Residential/Swimming Pool","CONSTRUCT POOL, PATIO & CAGE","Closed","9446 BRYSON AVE, ENGLEWOOD",
"08/24/1999","99081008","Building/Accessories/Residential/Swimming Pool","INSTALL SWIMMING POOL. PLAN ALTERATION: P/C - ADD FENCE AROUND POOL 12","Closed","2635 N BEACH RD, ENGLEWOOD",
"08/24/1999","99080982","Building/Accessories/Residential/Swimming Pool","FIBERGLASS W/CONCRETE DECK","Closed","150 GULF BLVD, PALM ISLAND",
"08/24/1999","99080981","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL & DECK","Closed","9318 GULFSTREAM BLVD, ENGLEWOOD",
"08/24/1999","99080978","Building/Accessories/Residential/Swimming Pool","INSTALL POOL, SPA, PATIO & ENCLOSURE   ORIG 9-23-99   RENEW 4-18-01","Closed","12279 BORAX, PUNTA GORDA",
"08/24/1999","99080970","Building/Accessories/Residential/Swimming Pool","POOL & PATIO  INCLUDES ROW","Closed","17449 OHARA DR, PORT CHARLOTTE",
"08/24/1999","99080969","Building/Accessories/Residential/Swimming Pool","POOL, SPA & PATIO  INCLUDES ROW","Closed","2210 PETERBOROUGH RD, PUNTA GORDA",
"08/24/1999","99080968","Building/Accessories/Residential/Swimming Pool","POOL & PATIO INCLUDES ROW","Closed","168 MARKER RD, ROTONDA",
"08/24/1999","99080967","Building/Accessories/Residential/Swimming Pool","POOL & PATIO  ROW NOT REQ","Closed","24613 NOVA LN, PORT CHARLOTTE",
"08/20/1999","99080909","Building/Accessories/Residential/Swimming Pool","POOL, PATIO & CAGE","Closed","13382 BRONZE AVE, PORT CHARLOTTE 33981",
"08/19/1999","99080850","Building/Accessories/Residential/Swimming Pool","POOL & DECK","Closed","581 WOODSTORK, PUNTA GORDA",
"08/18/1999","99080800","Building/Accessories/Residential/Swimming Pool","INSTALL POOL & PATIO","Closed","12431 QUINLAN AVE, PORT CHARLOTTE",
"08/18/1999","99080798","Building/Accessories/Residential/Swimming Pool","INSTALL POOL & PATIO","Closed","11928 CROCUS AVE, PORT CHARLOTTE",
"08/18/1999","99080781","Building/Accessories/Residential/Swimming Pool","POOL, SPA, PATIO & CAGE","Closed","571 BOUNDARY BLVD, ROTONDA",
"08/18/1999","99080780","Building/Accessories/Residential/Swimming Pool","POOL, PATIO & CAGE","Closed","573 BOUNDARY BLVD, ROTONDA",
"08/17/1999","99080742","Building/Accessories/Residential/Swimming Pool","INSTALL POOL & PATIO ROW INCLUDED RENEW 9-27-00 ORGINAL DATE 9-23-99","Closed","500 BOARDMAN DR, PUNTA GORDA",
"08/16/1999","99080717","Building/Accessories/Residential/Swimming Pool","SWIMMING POOL","SUSPEND","2425 BOGOTA ST, PORT CHARLOTTE 33980",
"08/16/1999","99080705","Building/Accessories/Residential/Swimming Pool","POOL & DECK","Closed","10445 GULFSTREAM BLVD, ENGLEWOOD 34224",
"08/16/1999","99080703","Building/Accessories/Residential/Swimming Pool","POOL, DECK & SOLAR       INCLUDES ROW","Closed","2 BUNKER LN, ROTONDA WEST 33947",
"08/16/1999","99080702","Building/Accessories/Residential/Swimming Pool","POOL & DECK","Closed","11 CLUBHOUSE PL, ROTONDA WEST 33947",
"08/16/1999","99080687","Building/Accessories/Residential/Swimming Pool","POOL, DECK, SOLAR & ENCLOSURE","Closed","1468 HAYWORTH RD, PORT CHARLOTTE",
"08/13/1999","99080616","Building/Accessories/Residential/Swimming Pool","CONSTRUCT POOL, PATIO, CAGE","Closed","2820 STARLITE LN, PORT CHARLOTTE 33952",
"08/12/1999","99080573","Building/Accessories/Residential/Swimming Pool","POOL & DECK","Closed","25260 OJIBWAY CT, PUNTA GORDA",
"08/12/1999","99080570","Building/Accessories/Residential/Swimming Pool","CONSTRUCT POOL & PATIO. PLAN ALTERATION: P/C ADDITION OF STEMWALL FOR P","Closed","15746 VISCOUNT CR, PORT CHARLOTTE",
"08/10/1999","99080465","Building/Accessories/Residential/Swimming Pool","POOL & PATIO  ROW NOT REQ   ORIG PERMIT 9-23-99, 8-1-02","SUSPEND","4321 POINT CT, PORT CHARLOTTE",
"08/10/1999","99080459","Building/Accessories/Residential/Swimming Pool","INSTALL POOL, SPA & PATIO","Closed","15538 ALCOVE CR, PORT CHARLOTTE",
"08/10/1999","99080433","Building/Accessories/Residential/Swimming Pool","INSTALL SWIMMING POOL  ROW NOT REQ  ORIG PERMIT 9-28-99","Closed","4200 EAGLE NEST CT, PORT CHARLOTTE",
"08/10/1999","99080427","Building/Accessories/Residential/Swimming Pool","POOL  INCLUDES ROW    ORIG PERMIT 1-24-01. PLAN ALTERATION: ADDITION TO POOL DECK.","Closed","26556 TRINILAS DR, PUNTA GORDA 33982",
"08/10/1999","99080425","Building/Accessories/Residential/Swimming Pool","INSTALL SWIMMING POOL & PATIO","Closed","29290 LEAH RD, PUNTA GORDA",
"08/06/1999","99080317","Building/Accessories/Residential/Swimming Pool","INSTALL FIBERGLASS SWIMMING POOL W/ CONCRETE DECK","Closed","24268 TREASURE ISLAND, PUNTA GORDA",
"08/06/1999","99080287","Building/Accessories/Residential/Swimming Pool","POOL & PATIO","SUSPEND","23157 LINDALE AVE, PORT CHARLOTTE",
"08/06/1999","99080286","Building/Accessories/Residential/Swimming Pool","POOL & PATIO","Closed","23380 OLEAN BLVD, PORT CHARLOTTE",
"08/05/1999","99080247","Building/Accessories/Residential/Swimming Pool","POOL & DECK","Closed","21391 HARBORSIDE BLVD, PORT CHARLOTTE",
"08/05/1999","99080245","Building/Accessories/Residential/Swimming Pool","POOL & DECK","Closed","21390 HARBORSIDE DR, PORT CHARLOTTE",
"08/05/1999","99080239","Building/Accessories/Residential/Swimming Pool","INSTALL POOL & PATIO","Closed","922 MENSH TERR NW, PORT CHARLOTTE 33948",
"08/05/1999","99080235","Building/Accessories/Residential/Swimming Pool","INSTALL POOL & PATIO  INCLUDES ROW     ORIG PERMIT 9-29-99","Closed","11050 GREENWAY AVE, ENGLEWOOD",
"08/05/1999","99080210","Building/Accessories/Residential/Swimming Pool","INSTALL SWIMMING POOOL & PATIO","Closed","18100 BENDING WILLOW CT, PORT CHARLOTTE",
"08/05/1999","99080206","Building/Accessories/Residential/Swimming Pool","CONSTRUCT POOL & PATIO","Closed","467 ALLWORTHY ST, PORT CHARLOTTE 33952",
"08/03/1999","99080130","Building/Accessories/Residential/Swimming Pool","POOL, PATIO & ENCLOSURE  INCLUDES ROW  ORIG 9-9-99         ORIG 9-9-99","Expired","1042 VERONICA ST, PORT CHARLOTTE 33952",
"08/03/1999","99080113","Building/Accessories/Residential/Swimming Pool","INSTALL SWIMMING POOL","Closed","23341 WEAVER AVE, PORT CHARLOTTE",
